10441	Malawi	o Malawi	/mɐ.'la.wi/	/mɐ.'la.wi/	sm		India	/ˈɪndiə/	/ˈɪndiə/	n. prop	*		India	/in.'dja/		sf	*			l'Inde	l'Inde	/ɛ̃d/	sf		Indien					India					India
10442	Zâmbia	a Zâmbia	/'zɐ̃.bi.ɐ/	/'zɐ̃.bi.ɐ/	sf		Zambia	/ˈzæmbiə/	/ˈzæmbiə/	n. prop	*		Zambia	/'θam.bja/		sf	*			la Zambie	la Zambie	/zɑ̃bi/	sf		Sambia					Zambia					Zambia
10443	Zimbábue	o Zimbábue	/ʒĩ.'bɐ.bu.ɨ/	/ʒĩ.'bɐ.bwe/	sm		Zimbabwe	/zɪmˈbɑːbweɪ/	/zɪmˈbɑːbweɪ/	n. prop	*		Zimbabue	/θim.ba.'βwe/		sm	*			le Zimbabwe	le Zimbabwe	/zimbabwe/	sm		Simbabwe					Zimbabwe					Zimbabwe
