contente + contente (Fem/Masc)	femenino ou masculino	contente	contente	/kõ.ˈtẽ.tɨ/	/kõ.ˈtẽ.tɨ/	
inteligente + inteligente (Fem/Masc)	femenino ou masculino	inteligente	inteligente	/ĩ.tɨ.ɫɨ.ˈʒẽ.tɨ/	/ĩ.tɨ.ɫɨ.ˈʒẽ.tɨ/	
diretor + diretriz (Fem/Masc)	femenino ou masculino	diretor	diretriz	/di.ɾɨ.ˈtoɾ/	/di.ɾɨ.ˈtɾiʃ/	
jornalista + jornalista (Fem/Masc)	femenino ou masculino	jornalista	jornalista	/ʒuɾ.nɐ.ˈɫiʃ.tɐ/	/ʒuɾ.nɐ.ˈɫiʃ.tɐ/	
embaixador + embaixadora (Fem/Masc)	femenino ou masculino	embaixador	embaixadora	/ẽ.baj.ʃɐ.ˈdoɾ/	/ẽ.baj.ʃɐ.ˈdo.ɾɐ/	
capitão + capitã (Fem/Masc)	femenino ou masculino	capitão	capitã	/kɐ.pi.ˈtɐ̃w/	/kɐ.pi.ˈtɐ̃/	
doente + doente (Fem/Masc)	femenino ou masculino	doente	doente	/du.ˈẽ.tɨ/	/du.ˈẽ.tɨ/	
detetive + detetive (Fem/Masc)	femenino ou masculino	detetive	detetive	/dɨ.tɨ.ˈti.vɨ/	/dɨ.tɨ.ˈti.vɨ/	
garoto + garota (Fem/Masc)	femenino ou masculino	garoto	garota	/gɐ.ˈɾo.tu/	/gɐ.ˈɾo.tɐ/	
homem + mulher (Fem/Masc)	femenino ou masculino	homem	mulher	/ˈo.mɐ̃j/	/mu.ˈʎeɾ/	
estudante + estudante (Fem/Masc)	femenino ou masculino	estudante	estudante	/ʃ.tu.ˈdɐ̃.tɨ/	/ʃ.tu.ˈdɐ̃.tɨ/	
moço + moça (Fem/Masc)	femenino ou masculino	moço	moça	/ˈmo.su/	/ˈmo.sɐ/	
pai + mãe (Fem/Masc)	femenino ou masculino	pai	mãe	/ˈpaj/	/ˈmɐ̃j/	
senhor + senhora (Fem/Masc)	femenino ou masculino	senhor	senhora	/sɐ.ˈɲoɾ/	/sɐ.ˈɲo.ɾɐ/	
inglês + inglesa (Fem/Masc)	femenino ou masculino	inglês	inglesa	/ĩ.ˈgɫeʃ/	/ĩ.ˈgɫe.zɐ/	
cru + crua (Fem/Masc)	femenino ou masculino	cru	crua	/ˈkɾu/	/ˈkɾu.ɐ/	
vendedor + vendedora (Fem/Masc)	femenino ou masculino	vendedor	vendedora	/vẽ.dɨ.ˈdoɾ/	/vẽ.dɨ.ˈdo.ɾɐ/	
alemão + alemã (Fem/Masc)	femenino ou masculino	alemão	alemã	/ɐ.ɫɨ.ˈmɐ̃w/	/ɐ.ɫɨ.ˈmɐ̃/	
mexicano + mexicana (Fem/Masc)	femenino ou masculino	mexicano	mexicana	/mɨ.ʃi.ˈkɐ.nu/	/mɨ.ʃi.ˈkɐ.nɐ/	
bom + boa (Fem/Masc)	femenino ou masculino	bom	boa	/bõ/	/ˈbo.ɐ/	
melão + meloa (Fem/Masc)	femenino ou masculino	melão	meloa	/mɨ.ˈɫɐ̃w/	/mɨ.ˈɫo.ɐ/	
órfão + órfã (Fem/Masc)	femenino ou masculino	órfão	órfã	/ˈɔɾ.fɐ̃w/	/ˈɔɾ.fɐ̃/	
brincalhão + brincalhona (Fem/Masc)	femenino ou masculino	brincalhão	brincalhona	/bɾĩ.kɐ.ˈʎɐ̃w/	/bɾĩ.kɐ.ˈʎo.nɐ/	
grandalhão + grandalhona (Fem/Masc)	femenino ou masculino	grandalhão	grandalhona	/gɾɐ̃.dɐ.ˈʎɐ̃w/	/gɾɐ̃.dɐ.ˈʎo.nɐ/	
ilhéu + ilhoa (Fem/Masc)	femenino ou masculino	ilhéu	ilhoa	/i.ˈʎɛw/	/i.ˈʎo.ɐ/	(esp: isleño,a)
hóspede + hóspeda (Fem/Masc)	femenino ou masculino	hóspede	hóspeda	/ˈɔʃ.pɨ.dɨ/	/ˈɔʃ.pɨ.dɐ/	
comilão + comilona (Fem/Masc)	femenino ou masculino	comilão	comilona	/ku.mi.ˈɫɐ̃w/	/ku.mi.ˈɫo.nɐ/	
sabichão + sabichona (Fem/Masc)	femenino ou masculino	sabichão	sabichona	/sɐ.bɨ.ˈʃɐ̃w/	/sɐ.bɨ.ˈʃo.nɐ/	
genro + nora (Fem/Masc)	femenino ou masculino	genro	nora	/ˈʒẽ.ɾu/	/ˈno.ɾɐ/	
freguês + freguesa (Fem/Masc)	femenino ou masculino	freguês	freguesa	/fɾɨ.ˈgeʃ/	/fɾɨ.ˈge.zɐ/	
peru + perua (Fem/Masc)	femenino ou masculino	peru	perua	/pɨ.ˈɾu/	/pɨ.ˈɾu.ɐ/	
leão + leoa (Fem/Masc)	femenino ou masculino	leão	leoa	/ɫi.ˈɐ̃w/	/ɫi.ˈo.ɐ/	
cão + cadela (Fem/Masc)	femenino ou masculino	cão	cadela	/ˈkɐ̃w/	/kɐ.ˈde.ɫɐ/	
cavalo + égua (Fem/Masc)	femenino ou masculino	cavalo	égua	/kɐ.ˈva.ɫu/	/ˈɛ.gwɐ/	
bode + cabra (Fem/Masc)	femenino ou masculino	bode	cabra	/ˈbo.dɨ/	/ˈka.bɾɐ/	
porco + porca (Fem/Masc)	femenino ou masculino	porco	porca	/ˈpoɾ.ku/	/ˈpoɾ.kɐ/	
galo + galinha (Fem/Masc)	femenino ou masculino	galo	galinha	/ˈga.ɫu/	/gɐ.ˈɫi.ɲɐ/	
carneiro + ovelha (Fem/Masc)	femenino ou masculino	carneiro	ovelha	/kaɾ.ˈnɐj.ɾu/	/o.ˈvɐ.ʎɐ/	
pombo + pomba (Fem/Masc)	femenino ou masculino	pombo	pomba	/ˈpõ.bu/	/ˈpõ.bɐ/	
perdigão + perdiz (Fem/Masc)	femenino ou masculino	perdigão	perdiz	/pɨɾ.di.ˈgɐ̃w/	/pɨɾ.ˈdiʃ/	
frango + franga (Fem/Masc)	femenino ou masculino	frango	franga	/ˈfɾɐ̃.gu/	/ˈfɾɐ̃.gɐ/	
elefante + elefanta (Fem/Masc)	femenino ou masculino	elefante	elefanta	/i.ɫɨ.ˈfɐ̃.tɨ/	/i.ɫɨ.ˈfɐ̃.tɐ/	
os espanhóis + as espanholas (Fem/Masc)	femenino ou masculino	os espanhóis	as espanholas	/uz ʃ.pɐ.ˈɲɔjʃ/	/ɐz ʃ.pɐ.ˈɲo.ɫɐʃ/	
os homens + as mulheres (Fem/Masc)	femenino ou masculino	os homens	as mulheres	/uz ˈo.mɐ̃jʃ/	/ɐʒ mu.ˈʎe.ɾɨʃ/	
