as azeitonas	azeitonas	as azeitonas	/ɐz ɐ.zɐj.ˈto.nɐʃ/	/ɐ.zɛj.ˈto.na/	sf		olive						aceituna							olive					Olive					oliva					oliva											Português::Curso::A1 Português::Vocabulario::Alimentos::Legumes_Vegetais
o alho	alho	o alho	/u ˈa.ʎu/	/ˈa.ʎu/	sm		garlic						ajo							ail					Knoblauch					all					iacapo											Português::Curso::A1 Português::Vocabulario::Alimentos::Legumes_Vegetais
o aipo	aipo	o aipo	/u ˈaj.pu/	/ˈaj.pu/	sm		celery						apio							céleri					Sellerie					api					cedro											Português::Curso::A1 Português::Vocabulario::Alimentos::Legumes_Vegetais
a bernigela	bernigela	a bernigela	/ɐ bɨɾ.nɨ.ˈʒe.ɫɐ/	/bɛɾ.ni.ˈʒɛ.la/	sf		black cumin						berengena							nigelle					Schwarzkümmel					nigella					nigella											Português::Curso::A1 Português::Vocabulario::Alimentos::Legumes_Vegetais
os brócolos	brócolos	os brócolos	/uʒ ˈbɾɔ.ku.ɫuʃ/	/ˈbɾɔ.ku.lus/	smp		broccoli						brócoli							brocoli					Brokkoli					bròquil					broccoli											Português::Curso::A1 Português::Vocabulario::Alimentos::Legumes_Vegetais
a curgete	curgete	a curgete	/ɐ kuɾ.ˈʒe.tɨ/	/kuʁ.ˈʒɛ.tɨ/, /kur.ˈʒɛt/	sf	ou a courgette	zucchini						calabacín							courgette					Zucchini					cabassó					zucchina											Português::Curso::A1 Português::Vocabulario::Alimentos::Legumes_Vegetais
a cebola	cebola	a cebola	/ɐ sɨ.ˈbo.ɫɐ/	/sɛ.ˈbɔ.la/	sf		onion						cebolla							oignon					Zwiebel					cebolla					cipolla											Português::Curso::A1 Português::Vocabulario::Alimentos::Legumes_Vegetais
a couve	couve	a couve	/ɐ ˈko.vɨ/	/ˈko.vɨ/	sf		cabbage						col, repollo							chou					Kohl					col					col											Português::Curso::A1 Português::Vocabulario::Alimentos::Legumes_Vegetais
a couve-flor	couve-flor	a couve-flor	/ɐ ˈko.vɨ-ˈfɫoɾ/	/ˈko.vɨ ˈfɫoɾ/	sf		cauliflower						coliflor							chou-fleur					Blumenkohl					coliflor					cavolfiore											Português::Curso::A1 Português::Vocabulario::Alimentos::Legumes_Vegetais
o espargo	espargo	o espargo	/u ʃ.ˈpaɾ.gu/	/is.ˈpar.ɡu/	sm		asparagus						espárrago							asperge					Spargel					espàrrec					asparago											Português::Curso::A1 Português::Vocabulario::Alimentos::Legumes_Vegetais
os espinafres	espinafres	os espinafres	/uz ʃ.pi.ˈna.fɾɨʃ/	/is.pi.na.ˈfɾɨʃ/	smp		spinach						espinacas							épinards					Spinat					espinacs					spinaci											Português::Curso::A1 Português::Vocabulario::Alimentos::Legumes_Vegetais
o grão de bico	grão de bico	o grão de bico	/u ˈgɾɐ̃w dɨ ˈbi.ku/	/ˈɡɾɐ̃w̃ dɨ ˈbi.ku/	sm		chickpea						garbanzo							pois chiche					Kichererbse					cigronet					cicerchia											Português::Curso::A1 Português::Vocabulario::Alimentos::Legumes_Vegetais
as ervilhas	ervilhas	as ervilhas	/ɐz iɾ.ˈvi.ʎɐʃ/	/is.ˈvi.ʎɐʃ/	sfp		peas						guisantes							pois					Erbsen					piselli					piselli											Português::Curso::A1 Português::Vocabulario::Alimentos::Legumes_Vegetais
as favas	favas	as favas	/ɐʃ ˈfa.vɐʃ/	/ˈfa.vɐʃ/	sfp		broad beans						habas							fèves					Saubohnen					faves					fave											Português::Curso::A1 Português::Vocabulario::Alimentos::Legumes_Vegetais
o feijão	feijão	o feijão	/u fɐj.ˈʒɐ̃w/	/fej.ˈʒɐ̃w̃/	sm		beans						judía							haricots					Bohnen					fejão					fagiolo											Português::Curso::A1 Português::Vocabulario::Alimentos::Legumes_Vegetais
o feijão verde	feijão verde	o feijão verde	/u fɐj.ˈʒɐ̃w ˈveɾ.dɨ/	/fej.ˈʒɐ̃w̃ ˈveɾ.ði/	sm		green beans						judías verdes							haricots verts					Grüne Bohnen					fejó verd					fagiolo verde											Português::Curso::A1 Português::Vocabulario::Alimentos::Legumes_Vegetais
a alface	alface	a alface	/ɐ aɫ.ˈfa.sɨ/	/aɫ.ˈfa.sɨ/	sf		lettuce						lechuga							laitue					Kopfsalat					enciam					lattuga											Português::Curso::A1 Português::Vocabulario::Alimentos::Legumes_Vegetais
a batata	batata	a batata	/ɐ bɐ.ˈta.tɐ/	/ba.ˈta.tɐ/	sf		potato						patata							pomme de terre					Kartoffel					patata					patata											Português::Curso::A1 Português::Vocabulario::Alimentos::Legumes_Vegetais
o pepino	pepino	o pepino	/u pɨ.ˈpi.nu/	/pi.ˈpi.nu/	sm		cucumber						pepino							concombre					Gurke					cogombre					cetriolo											Português::Curso::A1 Português::Vocabulario::Alimentos::Legumes_Vegetais
o pimentão	pimentão	o pimentão	/u pi.mẽ.ˈtɐ̃w/	/pi.mẽ.ˈtɐ̃w̃/	sm		bell pepper						pimiento							poivron					Paprika					pebrot					peperone											Português::Curso::A1 Português::Vocabulario::Alimentos::Legumes_Vegetais
o cogumelo	cogumelo	o cogumelo	/u ku.gu.ˈme.ɫu/	/ko.ɡu.ˈmɛ.lu/	sm		mushroom						champiñon, seta							champignon					Pilz					cogombre					funghi											Português::Curso::A1 Português::Vocabulario::Alimentos::Legumes_Vegetais
a cenoura	cenoura	a cenoura	/ɐ sɨ.ˈno.ɾɐ/	/se.ˈno.ɾɐ/	sf		carrot						zanahoria							carotte					Möhre					carabassa					carota											Português::Curso::A1 Português::Vocabulario::Alimentos::Legumes_Vegetais
o porco	porco	o porco	/u ˈpoɾ.ku/	/ˈpoɾ.ku/	sm		pork						cerdo							porc					Schweinefleisch					porc					porc											Português::Curso::A1 Português::Vocabulario::Alimentos::Carne
o veado	veado	o veado	/u vi.ˈa.du/	/vi.ˈa.ðu/	sm		deer						ciervo							cerf					Hirsch					cervol					cervo											Português::Curso::A1 Português::Vocabulario::Alimentos::Carne
a codorniz	codorniz	a codorniz	/ɐ ku.duɾ.ˈniʃ/	/ko.ðoɾ.ˈniʃ/	sf		quail						codorniz							caille					Wachtel					cordella					coturnice											Português::Curso::A1 Português::Vocabulario::Alimentos::Carne
o coelho	coelho	o coelho	/u ku.ˈɐ.ʎu/	/ko.ˈe.ʎu/	sm		rabbit						conejo							lapin					Kaninchen					conill					coniglio											Português::Curso::A1 Português::Vocabulario::Alimentos::Carne
o borrego	borrego	o borrego	/u bu.ˈʁe.gu/	/bo.ˈʁɛ.ɡu/	sm		lamb						cordero							agneau					Lamm					vedella					agnello											Português::Curso::A1 Português::Vocabulario::Alimentos::Carne
o faisão	faisão	o faisão	/u faj.ˈzɐ̃w/	/faɪ̯.ˈzɐ̃w̃/	sm		pheasant						faisán							faisan					Fasan					feixó					fagiano											Português::Curso::A1 Português::Vocabulario::Alimentos::Carne
a galinha	galinha	a galinha	/ɐ gɐ.ˈɫi.ɲɐ/	/ga.ˈli.ɲɐ/	sf		chicken						gallina							poulet					Huhn					gallina					pollo											Português::Curso::A1 Português::Vocabulario::Alimentos::Carne
a lebre	lebre	a lebre	/ɐ ˈɫe.bɾɨ/	/ˈlɛ.bɾɨ/	sf		hare						liebre							lièvre					Hase					lebre					lepre											Português::Curso::A1 Português::Vocabulario::Alimentos::Carne
o pato	pato	o pato	/u ˈpa.tu/	/ˈpa.tu/	sm		duck						pato							canard					Ente					ànec					anatra											Português::Curso::A1 Português::Vocabulario::Alimentos::Carne
o peru	peru	o peru	/u pɨ.ˈɾu/	/ˈpe.ɾu/	sm		turkey						pavo							dinde					Truthahn					gall dindi					tacchino											Português::Curso::A1 Português::Vocabulario::Alimentos::Carne
a perdiz	perdiz	a perdiz	/ɐ pɨɾ.ˈdiʃ/	/peɾ.ˈdiʒ/	sf		partridge						perdiz							perdrix					Rebhuhn					perdiu					pernice											Português::Curso::A1 Português::Vocabulario::Alimentos::Carne
a vitela	vitela	a vitela	/ɐ vi.ˈte.ɫɐ/	/vi.ˈte.lɐ/	sf		veal						ternera							veau					Kalbfleisch					vedella					vitello											Português::Curso::A1 Português::Vocabulario::Alimentos::Carne
a vaca	vaca	a vaca	/ɐ ˈva.kɐ/	/ˈva.kɐ/	sf		cow						vaca							vache					Kuh					vaca					mucca											Português::Curso::A1 Português::Vocabulario::Alimentos::Carne
o touro	touro	o touro	/u ˈto.ɾu/	/ˈto.ɾu/	sm		bull						toro							taureau					Stier					bou					toro											Português::Curso::A1 Português::Vocabulario::Alimentos::Carne
a carne	carne	a carne	/ɐ ˈkaɾ.nɨ/	/ˈkaɾ.ni/	sf		meat						carne							viande					Fleisch					carn					carne											Português::Curso::A1 Português::Vocabulario::Alimentos::Carne
o restaurante	restaurante	o restaurante	/u ʁɨʃ.taw.ˈɾɐ̃.tɨ/	/ʁes.tawˈɾɐ̃.tʃi/	sm		restaurant	/ˈrɛstərɒnt/		noun			restaurante	/restauˈɾante/		sust. masc.				restaurant		[ʀɛstɔʀɑ͂]	nm	j’avais pensé l’emmener au restaurant	das Restaurant					restaurant				n												Português::Curso::A1 Português::Vocabulario::Alimentos::No_Restaurante
a ementa (PT)	ementa	a ementa	/ɐ i.ˈmẽ.tɐ/	/i.ˈmẽ.tɐ/	sf	o cardápio (BR)	menu	/ˈmɛnjuː/	/ˈmɛnjuː/	n			menú							menu					Menü					menú					menù											Português::Curso::A1 Português::Vocabulario::Alimentos::No_Restaurante
um prato	prato	um prato	/um pra.to/	/ˈpɾa.tu/	sm	&lt;i&gt;O prato estava cheio de comida deliciosa.&lt;/i&gt;	plate						plato						<img src="_prato.JPG">	assiette					Teller					plat					piatto											Português::Curso::A1 Português::Vocabulario::Alimentos::Louça Português::Vocabulario::Alimentos::No_Restaurante Português::Vocabulario::Casa::Cozinha::Louça
um garfo	garfo	um garfo	/um gar.fo/	/ˈɡaɾ.fo/	sm	&lt;i&gt;Peguei no garfo e comencei a saborear o jantar.&lt;/i&gt;	fork						tenedor						<img src="_en_fork.JPG">	forchetta					Gabel					forquilla					forchetta											Português::Curso::A1 Português::Vocabulario::Alimentos::Louça Português::Vocabulario::Alimentos::No_Restaurante Português::Vocabulario::Casa::Cozinha::Louça
uma faca	faca	uma faca	/u.ma fa.ca/	/ˈfa.ka/	sf	&lt;i&gt;A faca estava afilada e cortou a carne facilmente.&lt;/i&gt;	knife						cuchillo						<img src="_en_knife.JPG">	couteau					Messer					cotxeillo					coltello											Português::Curso::A1 Português::Vocabulario::Alimentos::Louça Português::Vocabulario::Alimentos::No_Restaurante Português::Vocabulario::Casa::Cozinha::Louça
uma colher	colher	uma colher	/u.ma co.lher/	/ˈko.ʎeɾ/	sf (pl: colheres)	&lt;i&gt;Mexi a sopa com a colher antes de a provar.&lt;/i&gt;	spoon						cuchara						<img src="_en_spoon.JPG">	cuillère					Löffel					cullera					cucchiaino											Português::Curso::A1 Português::Vocabulario::Alimentos::Louça Português::Vocabulario::Alimentos::No_Restaurante Português::Vocabulario::Casa::Cozinha::Louça
os guardanapos	guardanapo	os guardanapos	/os guar.da.na.pos/	/ɡwaʁ.dɐ.na.ˈpu/	sm	&lt;i&gt;Peguei um guardanapo para limpar as mãos depois de comer.&lt;/i&gt;	napkin						servilleta						<img src="_guardanapo_servilleta.JPG">	serviette					Serviette					nàpia					tovagliolo											Português::Curso::A1 Português::Vocabulario::Alimentos::Louça Português::Vocabulario::Alimentos::No_Restaurante Português::Vocabulario::Casa::Cozinha::Louça
um copo	copo	um copo	/um co.po/	/ˈko.pu/	sm	&lt;i&gt;O vinho foi servido num copo muito giro.&lt;/i&gt;	glass						vaso						<img src="_copo_vaso.JPG">	verre					Glas					got					coperta											Português::Curso::A1 Português::Vocabulario::Alimentos::Louça Português::Vocabulario::Alimentos::No_Restaurante Português::Vocabulario::Casa::Cozinha::Louça
a toalha de mesa	toalha	a toalha de mesa	/a to.a.lha de me.sa/	/to.ˈʎa/	sf	&lt;i&gt;Estendí a toalha para pôr a mesa.&lt;/i&gt;	tablecloth						mantel						<img src="_toalha_mantel.JPG">	nappe					Tischdecke					tovallola					tovaglia											Português::Curso::A1 Português::Vocabulario::Alimentos::Louça Português::Vocabulario::Alimentos::No_Restaurante Português::Vocabulario::Casa::Cozinha::Louça
o/a talher, os/a talheres	talher, talheres	o/a talher, os/a talheres	/u tɐ.ˈʎeɾ/   /uʃ tɐ.ˈʎe.ɾɨʃ/	/ta.ˈʎeɾ/, /ta.ˈʎe.ɾis/	sm/f	o/a talher, os/a talheres &lt;br&gt; &lt;i&gt;Encontré os talheres na gaveta da cozinha.&lt;/i&gt;	cutlery						cubertería						<img src="_talheres_cubiertos.JPG">	couverts					Besteck					cuberts					posate											Português::Curso::A1 Português::Vocabulario::Alimentos::Louça Português::Vocabulario::Alimentos::No_Restaurante Português::Vocabulario::Casa::Cozinha::Louça
uma chávena	chávena	uma chávena	/ˈu.mɐ ˈʃa.vɨ.nɐ/	/ˈʃa.ve.nɐ/	sf		cup						taza							tasse					Tasse					tassa					tazza											Português::Curso::A1 Português::Vocabulario::Alimentos::Louça Português::Vocabulario::Alimentos::No_Restaurante Português::Vocabulario::Casa::Cozinha::Louça
uma taça	taça	uma taça	/ˈu.mɐ ˈta.sɐ/	/ˈta.sa/	sf		glass						copa						<img src="_taça_copa.JPG">																											Português::Curso::A1 Português::Vocabulario::Alimentos::Louça Português::Vocabulario::Alimentos::No_Restaurante Português::Vocabulario::Casa::Cozinha::Louça Português::Vocabulario::Falso_Amigo
uma jarra	jarra	uma jarra	/ˈu.mɐ ˈʒa.ʁɐ/	/ˈʒa.ʁɐ/	sf		jug						jarra							carafe					Krug					jarra					bottiglia											Português::Curso::A1 Português::Vocabulario::Alimentos::Louça Português::Vocabulario::Alimentos::No_Restaurante Português::Vocabulario::Casa::Cozinha::Louça
as cadeiras	cadeiras	as cadeiras	/ɐʃ kɐ.ˈdɐj.ɾɐʃ/	/ka.ˈdej.ɾɐʃ/	sfp		chairs						sillas							chaises					Stühle					cadires					sedie											Português::Curso::A1 Português::Vocabulario::Alimentos::Louça Português::Vocabulario::Alimentos::No_Restaurante Português::Vocabulario::Casa::Cozinha::Louça
(pagar) com cartão		(pagar) com cartão	/pɐ.ˈgaɾ kõ kaɾ.ˈtɐ̃w/										pagar con tarjeta																																	Português::Curso::A1 Português::Vocabulario::Alimentos::No_Restaurante
(pagar) em numerário		(pagar) em numerário	/pɐ.ˈgaɾ ɐ̃j nu.mɨ.ˈɾa.ɾi.u/										pagar en efectivo																																	Português::Curso::A1 Português::Vocabulario::Alimentos::No_Restaurante
